6957	와 나도 하루 4~5시간 일하고 님만큼만 벌고 싶음	2,7,8,15,24,27,39
9163	여기서 까지 이런 댓글 달아야 하는지 모르겠내요	0,10,12,20,22,23,26,33,35,37
20627	고급형 스탠드를 샀는데 설명서도 없고 고급형이 맞는지 의심스러울 정도로 약하고 허접하네요. 완전 실망입니다.	0,6,10,12,19,22,23,33,34
17567	요즘 피곤하다 생각되면 10시취침 6시기상 맞춰보셈 1주일정도 하면 컨디션 미쳐날뜀	2,8,14,15,16,24,27,28,29,32,39,40,42
14832	이게 잘하는거라니.... 연기력 대사톤..... 흠..  저번에 공개된 연습영상보다 쪼금 더 나아진거지 잘하는거라곤 할수없는듯..	0,10,20,23
27029	정책 내놓을때 쫌 디테일은 쌈싸먹니?	0,3,6,10,12,20,21,22,23,34,35
44197	건성 피부 신가뇨? 아무나 써도 되나요??	1,8,12,15,41
1	설경구의 미친 연기! 그는 병수 그 자체였다. 대한민국 탑클래스 갓경구!! 이런 연기 계속 보고싶다! 끝나서도 여운이 길다. 간만에 영화다운 영화였음	2,7,8,13,28,39
35449	굿모닝 트친님들!!! 오늘도 소중한시간 즐거운하루되세요21	1,8,13,16,28,40,42
30903	진짜 사회악이  청취율 1위를 까는거야?? 법정제재는 니들 tv조선이 압도적 1위잖아?? 철면피같은 것들 악마가있다면 니들이 악마야!!! 아니다~~사탄도 니들보면 울고가겠다~~	0,6,10,12,22,31,34
7648	1주일이건 1달이건, 언제 말했냐가 중요한게 아니라 상의 한마디 없이 약속 다 잡아놓고 통보하는게 싫은거임  입장 바꿔서 생각해보세요. 남편이 상의한마디 없이 약속 다 잡아놓고, 1달전에 통보하면 기분 어떨지	0,6,10,22,23
4217	나이먹은 사람들이 보면 뭐냐고 하겠구만~ 히어로즈 삘에 현실적인 SF영화	0,9,10,12,23,35,37
10474	아카리 츠무기는 정글러에 못들어가나요?ㅋㅋ	10,12,15,23,33,39,41
1185	다운로드 할 시간도 아까운영화... 공짜로 보여줘도 시간이 더 아까운영화	0,6,10,22,23,26,27,34,37
46701	닌 그래도 빠졌네..ㅋ.. 난 쪄서 어제 운동할때 개빡쎄던데,,	0,2,10,22,25,27,28,40
26826	이런기사조차 믿을수없다..찾고있는모습이라니.	0,3,5,6,10,12,19,20,23,27,33,35,41
12090	바닥 딱딱할거 같은데 두꺼운거 깔고 자라.	1,8,14,15,16,41,43
5386	사람은 누구나 실수를 하는 법 하지만 똑같은 행동을 실수하지 않으면 될 일이고 어깨넘어 배우는 행동도 하시면 좋을 것 같슴다  맨땅에 헤딩하시면 머리 깨져요  계란으로 바위치기라는 말이 괜히 있는게 아니에요 어깨넘어 저분이 어떻게 하는지 한번씩 보면서 자기만의 방식을 터득하세요  응원하겠습니다.	1,10,15,16,29,38
17351	똑바로 살아라에서 남자 만나면 문신하고 헤어지면 울면서 지우고 반복하고 울고 안성댁생각나네ㅋㅋ	6,9,15,20,21,23,29,31,32,38
18844	저거 말고 수당이 다른명세서로 따로 나온다고 들었는네 아닌가...??	10,23,33,39,41
28816	"기렉아~  조국 수사기소했던 검세들의 말을 믿으라는 것이니? 차라리 ""팥으로 메주를 쑨다.""는 말을 믿겠다. 검사 룸싸롱 99만원 접대는 무죄고, 교사 10만원 촌지는 유죄란 검세들 말을 믿으라고?"	0,6,10,12,17,21,22,23,31,34
43052	분홍언니 머리 너무 찰떡인것.....	1,2,16,24,28,32,42
11347	속는 자들은 없고 속이는 자들만 있는 짤이군.ㅋㅋ	12,20,28,38
42802	선댓글 후감상.. 햇님 업로드 기다렸어요~~~	1,4,8,13,15,16,28,40,42,43
3979	6.25 전쟁에서 나라를 희생하신 분들을 위해서라도 이런 영화는 나와서는 안된다.	0,6,10,17,34
7090	우린 다 결혼한 모임인데 1년에 2,3번 만나는데 올때마다 남편이랑 애 데려온다는 애 있음. 진짜 겁나 짜증남 -	0,22,23,33,35
21599	너무 성의가 없어보이는 상품이었어요. 만약 직접 눈으로 보았다면 절대절대 구입하지 않았을거예요. 쥐포색깔부터 맛없어 보이고 하나도 두툼하지 않았어요. 너무 모습이 초라해서 안타까워보일 정도더라구요. 너무 저렴한 가격에 놀라기도 하고 반신반의하며 구입했는데 역시나 였네요. 다음번에는 좀 더 돈을 지불하더라도 제대로된 제품을 구입해서 먹고 싶네요.	0,6,10,20,22,23,33,34
34264	한국은 그중에서도 제일 밑일것이다, 겉으로는 뭉치는 듯이 보이지만, 별로 그렇지 못하고, 오히려 그 안에서만 다글다글. 서로 해나 안끼치면 다행. 국수주의의 진정한 민족은 저 윗나라들이 갑중의 갑이다.	0,6,9,10,12,17,20,22,25,31
17930	소도 목욕하고 씻기면 엄청 귀여움 ㅋㅋㅋ	11,14,15,28,29,32,42
41958	올챙이국수 보고 꼬리내려가는 길순 ㅋㅋㅋㅋ	15,28,32,40,42
25484	정말 꼴통 페미 세력들 선동질이 끝이 없네.. .	0,3,5,6,10,12,18,20,21,22,23,27,31
21027	국민보행기라 그래서 샀는데 아기앉는 시트 부분이 불량이네요 이미 사용해서 바꾸지도 못하고 오늘 하기가 타다 시트가 빠져서 깜짝놀라고 황당 좋은지도 모르겠고 비싸기만하고 아기도 다칠뻔하고 최악이네요ㅜㅜ 아무리 구멍에 고정해서 넣으려고해도 안되네요 하????	0,6,10,22,23,33
29093	180석 맹글어 주고  지지하고 당원가입하고 그랬더니! 국민들 상대로  삥을 뜯을려고해?	0,6,10,22,23,31,34
24608	울 딸랑구♥♥ 이유식 먹일때가되서 구매했어요!! 안심하고 잘먹일께요!	8,16,28,32,40,42,43
44987	근데 표정은 안짜증났어	6,12,20,22,23,24,33,39,41
24542	우리 고양이들이 너무 잘먹는 캔이에요♡캔뚜껑 따면 냄새 기가막히게 맡고서 딴짓하다가도 달려와서 빨리 달라고 애옹댑니당~ㅋㅋ울집 앵이들 돼지들인데도 사료도 조금씩 자주 먹는편인데 캔도 하나 까서 나눠주거든요그럼 그것도 한번에 다 못먹고 왔다갔다 하면서 천천히 먹는데 나중에 가보면 그릇 완전 깨끗함ㅋㅋ요만큼의 조각도 안남아있어요~~♡♡♡♡♡맛있게 먹어주니 더할나위 없이 행복합니다^~^	1,2,8,13,16,28,32,40,42
24878	큰거사세요 성인남자 뒹굴어도 다 영역안입니다ㅋㅋ 따뜻해요	1,2,8,14,15,28,39,42,43
18528	책상 끄는소리 저리가라네영... 완전 스트레스 ㅠㅠ	0,6,22,23
40247	 큰 하트 할 때 콩 뛰면서 다리 모으는거 넘 귀엽다	2,15,16,32
7104	혼잣말로 조금 들리시게 ' 흉측하고 역겨운 개자식' 이라고 뱉어보셔요, 아마 그분도 깨달을거에요	6,20,21,29,31,38
11489	와! 가오가이거! 제네식 아시는구나!	1,2,7,15,28,32,39,42
16072	외 유행감염병으로서 보건복지부령으로 정하는 감염병을 말한다보건의약관계법규.....	23,24
4056	트루먼쇼는 평면지구를 아주 잘 설명하고 있죠.매트릭스 세상에 사는 우리들	5,10,12,15,22,24,27,29,33,41
42723	ㅋㅋㅋ진짜 어이없어했겠네 다들ㅋㅋㅋㅋ	23
24037	사용하기 편해요 서비스로 주신 뚜껑도 편하고 좋아요	1,2,4,13,14,28,32,40,42,43
7191	개인택시도 엄연히 자기 개인사업이나 마찬가지인데. 승차거부할수도 있는거지.ㅋㅋ 장사하는 사람들이 진상손님 안받는것처럼. 신고한다해도 별 문제되지도 않는거고. 그니까 반대편에서 타지말고 같은방향으로 타던가. 아님 걍 택시 타지마. 아쉬우니까 타는거자나. 그럼 둘중에 아쉬운 사람이 맞추는거지.  손님 안받아도 그만인 사람들한테 이래라저래라  하면 해달라는대로 해주겠냐? 널린게 손님인데. 그사람입장에서는 당신이  진상손님일수도 있겠지.	0,3,9,10,20,22,23,26,38
35650	당신의 어깨를 만지며 떨어져내린 잎이/ 무얼 말하고 싶은지/ 당신이 지금 와서 안다고 한들,/ 그리움도 지치면 서러움이 될까요/ 하늘이 우물 속 같이 어둡습니다 - 조용미,  (유적)56	5,10,19,27,29,36,38
938	댓글주작하지마라 드르븐것들아 양심도 없냐 무슨 개ㅈ망한영화가 10점이 초단위로 업뎃되냐	0,6,12,20,22,23,31,34
19424	운전병을 이럴때 써먹는구나,.,. 군수송차 모든 계열,대형,특수견인차 모두다 무사고 운행 가능 헤헤	8,13,28,29,42
18115	근데 목당이면 그래도 할만한 거 아님?	0,1,2,4,6,8,11,14,16,23,24,28,29,39,40,42,43
31659	폭행  감염벼예방법  모두 적용하라 두가지 죄인데 뭘골라	0,6,20,22,23,31,33,34
1072	유치해 메시지가 너무노골적이어서 보다가 물린다	0,3,6,10,21,22,23,36,37
43347	ㅎㅎ 얼마나 천방지축 뛰어다녔으면 저렇게하고 잘까요. 너무 구엽네요.	15,16,32,40
35156	애급옥오   사랑이 지붕 위의 까마귀에까지 미친다 는 뜻으로, 사람을 사랑하면 그 집 지붕 위에 앉은 까마귀까지도 사랑스럽다는 말22	1,8,9,14,15,16,24,32,40,42,43
30665	선출 공직자 돈 안주게 되어 있잖아. 이걸 기사라고..  한심 그 자체..	0,3,6,10,12,20,22,23,31,33
44882	하우스 배이커리.....??	10,12,15,23,24,29,39
40153	나 죽기전까지 안끝날거같아서 보다가 포기한 만화...	0,3,10,17,19,22,23,27,33,35,36,37,41
42523	천하제일 무투대회... 그거 괜찮다.;;;;	1,8,15,24,29,33,35
16063	안무 기분나빠 공중파에서 심의 빠꾸맞고 수정했음 좋겠어	0,3,6,10,20,21,22,23,34
34408	동감입니다... 그래도 그분들 덕에 기대가 생깁니다...	4,8,27
13655	단 한 명의 멀쩡한 기자를 목격하는 사례가 있기만 해도 설득력이 있지만  그저	0,10,12,24,41
45250	종훈오빠 한입이 너무 크네...........	0,5,15,17,22,23,33,39
28135	남의자식이 죽었는데 지 자식만 감싸는거 그런게 부모의 사랑이 아닙니다 정신차리고 이제라도 진실을 털어놓으세요	0,5,6,10,17,20,22,23,34,38
17267	근데 미국 한번도 안가봐서 그런데 비만 엄청 많아?	15,24,29,34,39,43
29671	대학교 졸업하면 후배들이 졸업반지 해준다고 돈모으는 거 같네 ㅋㅋㅋㅋ 별 같잖은 악폐습이 역시 저런 고인물에 많구나	0,3,6,10,20,21,22,23,34
28772	꼴통보수의 비극. 꼴통보수는 이제 대권을 포기하라.	0,3,6,11,12,20,23,31
90	어이없넼ㅋㅋㅋ 미국에서도 개봉안한걸 왜 한국에 들이밀고 오세요 ㅋㅋㅋㅋ 한국사회가 암묵적으로 미국 노예인거 이렇게 티내는거야?? ㅋㅋㅋㅋ 미쳤나 당장 내려 씨지비	0,6,22,31,34
44127	아 예쁘셔  선팔하고가용  맞팔하구 소통해요	1,2,8,15,28,32,42
26459	장제원은 자기 아들 인성이 못되쳐먹은 것을 모를까남의자식 훔집내기 1등이더만참 자식만은 맘대로 안됨ㅋ 얘는 기본자질부터 특이한애야ㅜ	0,6,9,10,17,19,20,21,22,23,31
49622	나도 ..케이륙사진주세요 ..	1,8,15,24
41140	음 HOXY..낫또 모음집 만들어 주시는 거 어떠세용..? 5분만 되도 좋아용 ㅠㅠㅠㅠ	4,8,15,24
11416	슬램덩크 1번, 2번이 무슨 차이가 있는건가요?	12,15,24,37
35988	:30 KST 6 TWICE - CHEER UP 7 김범수 - 사랑해  1 8 어반자카 - 널 사랑  1 9 BEWHY - Forever Pr 10 보이비 - 호랑나비22	24
498	이 영화에서 재미를 찾았다면 당신은 이 영화를 볼 자격이 없다.	3,6,12,20,22,23,33,35,37,39
